User,Card,Year,Month,Day,Time,Amount,Use Chip,Card number,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
0.0,0.0,2002.0,9.0,8.0,22:01,0.0,Swipe Transaction,5773754472145445.0,Mira Loma,CA,91752.0,7832.0,,No
0.0,0.0,2002.0,9.0,9.0,6:54,0.0,Swipe Transaction,329374832925921.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,9.0,9.0,9:40,0.0,Swipe Transaction,5079922576804283.0,La Verne,CA,91750.0,7538.0,Technical Glitch,No
0.0,0.0,2002.0,9.0,9.0,13:19,0.0,Swipe Transaction,4966050979388902.0,La Verne,CA,91750.0,5311.0,,No
0.0,0.0,2002.0,9.0,9.0,13:31,0.0,Swipe Transaction,5322126645643429.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,9.0,9.0,20:02,0.0,Online Transaction,5169705466479218.0,ONLINE,,,4899.0,,No
0.0,0.0,2002.0,9.0,10.0,6:20,0.0,Swipe Transaction,5455692825493528.0,Mira Loma,CA,91752.0,4829.0,,No
0.0,0.0,2002.0,9.0,10.0,6:22,0.0,Swipe Transaction,4940574343090024.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,9.0,10.0,6:31,0.0,Swipe Transaction,326339433819854.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,10.0,21:39,0.0,Swipe Transaction,4459121196885641.5,Mira Loma,CA,91752.0,7832.0,,No
0.0,0.0,2002.0,9.0,11.0,6:28,0.0,Swipe Transaction,354505344407390.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,9.0,11.0,6:33,0.0,Swipe Transaction,5457193458056810.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,11.0,13:06,0.0,Swipe Transaction,4855885434237625.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,9.0,11.0,13:17,0.0,Swipe Transaction,4559380028737071.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,9.0,11.0,13:23,0.0,Swipe Transaction,5793823082189569.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,9.0,11.0,19:30,0.0,Swipe Transaction,4597650893698249.0,La Verne,CA,91750.0,5812.0,,No
0.0,0.0,2002.0,9.0,12.0,6:21,0.0,Swipe Transaction,5611522756791997.0,La Verne,CA,91750.0,5411.0,Insufficient Balance,No
0.0,0.0,2002.0,9.0,12.0,6:26,0.0,Swipe Transaction,5754706935084019.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,9.0,12.0,6:50,0.0,Swipe Transaction,5916545236079509.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,9.0,12.0,11:43,0.0,Swipe Transaction,395345060148797.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,9.0,13.0,6:22,0.0,Swipe Transaction,5835488238900107.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,9.0,13.0,6:37,0.0,Swipe Transaction,5691905533359944.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,14.0,6:09,0.0,Swipe Transaction,4592017788097897.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,14.0,13:08,0.0,Swipe Transaction,4157877736359764.0,La Verne,CA,91750.0,5814.0,,No
0.0,0.0,2002.0,9.0,15.0,5:34,0.0,Swipe Transaction,4706797634213663.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,15.0,6:18,0.0,Swipe Transaction,4696902139977410.0,La Verne,CA,91750.0,5311.0,,No
0.0,0.0,2002.0,9.0,15.0,6:55,0.0,Swipe Transaction,4474874486729577.5,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,9.0,15.0,13:54,0.0,Swipe Transaction,5560061541901648.0,Diamond Bar,CA,91765.0,5719.0,,No
0.0,0.0,2002.0,9.0,16.0,6:00,0.0,Swipe Transaction,4161722287532689.5,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,9.0,16.0,6:45,0.0,Swipe Transaction,5474945486540306.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,9.0,17.0,6:09,0.0,Swipe Transaction,4133581250475929.5,La Verne,CA,91750.0,5912.0,Insufficient Balance,No
0.0,0.0,2002.0,9.0,17.0,6:24,0.0,Swipe Transaction,366520954874839.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,18.0,6:19,0.0,Swipe Transaction,322453324871897.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,9.0,18.0,20:01,0.0,Swipe Transaction,325342510254113.0,La Verne,CA,91750.0,5814.0,,No
0.0,0.0,2002.0,9.0,19.0,6:25,0.0,Swipe Transaction,5125647538274113.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,19.0,9:42,0.0,Swipe Transaction,5991004678910438.0,La Verne,CA,91750.0,7538.0,,No
0.0,0.0,2002.0,9.0,20.0,6:01,0.0,Swipe Transaction,5348108239138924.0,La Verne,CA,91750.0,5311.0,Insufficient Balance,No
0.0,0.0,2002.0,9.0,20.0,6:17,0.0,Swipe Transaction,4049373677960607.0,La Verne,CA,91750.0,5311.0,,No
0.0,0.0,2002.0,9.0,21.0,6:27,0.0,Swipe Transaction,5467734960108980.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,9.0,21.0,6:47,0.0,Swipe Transaction,4772324802242471.0,Monterey Park,CA,91755.0,5942.0,,No
0.0,0.0,2002.0,9.0,21.0,14:23,0.0,Swipe Transaction,5858026767803910.0,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,9.0,22.0,6:50,0.0,Swipe Transaction,5288183247403846.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,9.0,22.0,9:29,0.0,Swipe Transaction,4893597498035434.0,La Verne,CA,91750.0,7538.0,,No
0.0,0.0,2002.0,9.0,22.0,9:37,0.0,Swipe Transaction,5205177909482379.0,La Verne,CA,91750.0,7538.0,,No
0.0,0.0,2002.0,9.0,22.0,20:16,0.0,Swipe Transaction,5505908551325322.0,Mira Loma,CA,91752.0,5812.0,,No
0.0,0.0,2002.0,9.0,23.0,6:01,0.0,Swipe Transaction,4254478565698367.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,9.0,23.0,6:46,0.0,Swipe Transaction,5981401699297039.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,23.0,20:26,0.0,Swipe Transaction,5691905533359944.0,La Verne,CA,91750.0,5814.0,,No
0.0,0.0,2002.0,9.0,24.0,6:07,0.0,Swipe Transaction,5960254965868032.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,9.0,25.0,6:19,0.0,Swipe Transaction,5016909247780196.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,25.0,6:36,0.0,Swipe Transaction,4477489362734993.5,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,9.0,25.0,13:01,0.0,Swipe Transaction,5395413641992121.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,9.0,25.0,13:10,0.0,Swipe Transaction,5998020597750681.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,9.0,25.0,13:14,0.0,Swipe Transaction,4272312295078551.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,9.0,26.0,6:25,0.0,Swipe Transaction,5925756786369213.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,9.0,27.0,6:21,0.0,Swipe Transaction,4639536674901608.0,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,9.0,27.0,8:01,0.0,Swipe Transaction,371624685132627.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,9.0,27.0,9:42,0.0,Swipe Transaction,6669631772050778.0,La Verne,CA,91750.0,7538.0,,No
0.0,0.0,2002.0,9.0,28.0,5:36,0.0,Swipe Transaction,5554908163647067.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,9.0,28.0,6:23,0.0,Swipe Transaction,5042804591987313.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,28.0,9:32,0.0,Swipe Transaction,4920320482307224.0,La Verne,CA,91750.0,7538.0,,No
0.0,0.0,2002.0,9.0,28.0,13:13,0.0,Swipe Transaction,4372566654697981.0,La Verne,CA,91750.0,4900.0,,No
0.0,0.0,2002.0,9.0,29.0,6:06,0.0,Swipe Transaction,4764392547989876.0,La Verne,CA,91750.0,5912.0,Insufficient Balance,No
0.0,0.0,2002.0,9.0,29.0,6:22,0.0,Swipe Transaction,6151262896814388.0,La Verne,CA,91750.0,5912.0,Insufficient Balance,No
0.0,0.0,2002.0,9.0,29.0,6:33,0.0,Swipe Transaction,5314005209195975.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,29.0,20:15,0.0,Swipe Transaction,5158576738638750.0,Mira Loma,CA,91752.0,4814.0,,No
0.0,0.0,2002.0,9.0,30.0,6:21,0.0,Online Transaction,5304434448477779.0,ONLINE,,,5311.0,,No
0.0,0.0,2002.0,9.0,30.0,6:57,0.0,Swipe Transaction,4874419326645327.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,9.0,30.0,12:52,0.0,Swipe Transaction,4126600786733032.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,9.0,30.0,20:07,0.0,Swipe Transaction,5538874717660586.0,La Verne,CA,91750.0,5814.0,,No
0.0,0.0,2002.0,10.0,1.0,6:15,0.0,Swipe Transaction,5503299875661525.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,1.0,6:56,0.0,Swipe Transaction,5787876223130828.0,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,10.0,1.0,11:34,0.0,Swipe Transaction,5407128452594549.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,10.0,2.0,6:17,0.0,Swipe Transaction,4668572513233214.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,10.0,3.0,5:59,0.0,Swipe Transaction,5386335706439778.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,10.0,3.0,6:12,0.0,Swipe Transaction,5272390505326909.0,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,10.0,3.0,6:50,0.0,Swipe Transaction,4388509355512107.0,Monterey Park,CA,91755.0,5942.0,,No
0.0,0.0,2002.0,10.0,4.0,6:20,0.0,Swipe Transaction,4764392547989876.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,10.0,5.0,9:34,0.0,Swipe Transaction,5868862947419305.0,La Verne,CA,91750.0,7538.0,,No
0.0,0.0,2002.0,10.0,5.0,10:38,0.0,Swipe Transaction,5446786190259541.0,La Verne,CA,91750.0,7210.0,,No
0.0,0.0,2002.0,10.0,6.0,6:14,0.0,Online Transaction,4246551286869281.5,ONLINE,,,5311.0,,No
0.0,0.0,2002.0,10.0,7.0,6:24,0.0,Swipe Transaction,4573117764811951.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,10.0,8.0,6:24,0.0,Swipe Transaction,5033135709911480.0,Mira Loma,CA,91752.0,4829.0,,No
0.0,0.0,2002.0,10.0,8.0,6:26,0.0,Swipe Transaction,5215179642753327.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,8.0,8:24,0.0,Swipe Transaction,5768399039617120.0,La Verne,CA,91750.0,5193.0,,No
0.0,0.0,2002.0,10.0,9.0,6:10,0.0,Swipe Transaction,4400094918183273.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,10.0,9.0,6:44,0.0,Swipe Transaction,372726260198911.0,Monterey Park,CA,91755.0,5942.0,,No
0.0,0.0,2002.0,10.0,9.0,8:16,0.0,Online Transaction,5925756786369213.0,ONLINE,,,5193.0,,No
0.0,0.0,2002.0,10.0,10.0,6:24,0.0,Swipe Transaction,5168351147755520.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,11.0,5:52,0.0,Swipe Transaction,5818148628470967.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,11.0,6:08,0.0,Swipe Transaction,4525977155603081.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,10.0,11.0,6:57,0.0,Swipe Transaction,4692209881034936.0,Monterey Park,CA,91755.0,5942.0,,No
0.0,0.0,2002.0,10.0,11.0,20:00,0.0,Swipe Transaction,4397605575320999.0,La Verne,CA,91750.0,5814.0,,No
0.0,0.0,2002.0,10.0,12.0,6:29,0.0,Swipe Transaction,6737538441360610.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,10.0,13.0,6:21,0.0,Swipe Transaction,5056525550531002.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,10.0,13.0,6:33,0.0,Swipe Transaction,6203739864158389.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,13.0,13:00,0.0,Swipe Transaction,4470822684089911.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,10.0,13.0,13:15,0.0,Swipe Transaction,4986369179342271.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,10.0,13.0,13:17,0.0,Swipe Transaction,4646061658785929.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,10.0,14.0,6:12,0.0,Swipe Transaction,4868990994344273.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,14.0,6:12,0.0,Swipe Transaction,6513518494320521.0,San Diego,CA,92123.0,3058.0,,No
0.0,0.0,2002.0,10.0,14.0,18:58,0.0,Swipe Transaction,5720852309018318.0,Tilden,NE,68781.0,3395.0,,No
0.0,0.0,2002.0,10.0,15.0,6:03,0.0,Swipe Transaction,4415565987469377.0,Lincoln,NE,68521.0,5912.0,,No
0.0,0.0,2002.0,10.0,15.0,13:11,0.0,Swipe Transaction,339750311058511.0,Lincoln,NE,68521.0,5541.0,,No
0.0,0.0,2002.0,10.0,15.0,13:17,0.0,Swipe Transaction,5854204096882081.0,Lincoln,NE,68521.0,5541.0,,No
0.0,0.0,2002.0,10.0,15.0,13:21,0.0,Swipe Transaction,5995510727358219.0,Lincoln,NE,68521.0,5541.0,,No
0.0,0.0,2002.0,10.0,15.0,16:49,0.0,Swipe Transaction,4009824948264772.0,Lincoln,NE,68521.0,5651.0,,No
0.0,0.0,2002.0,10.0,16.0,11:47,0.0,Swipe Transaction,5545501337471546.0,Tilden,NE,68781.0,3395.0,,No
0.0,0.0,2002.0,10.0,16.0,11:54,0.0,Swipe Transaction,5439379970529141.0,Tilden,NE,68781.0,3395.0,,No
0.0,0.0,2002.0,10.0,16.0,14:09,0.0,Swipe Transaction,357520397345697.0,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,10.0,16.0,20:01,0.0,Swipe Transaction,4956654746579365.0,La Verne,CA,91750.0,6300.0,,No
0.0,0.0,2002.0,10.0,17.0,6:09,0.0,Swipe Transaction,5929990861229924.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,10.0,18.0,6:12,0.0,Swipe Transaction,5297814036761845.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,10.0,18.0,11:32,0.0,Swipe Transaction,5683330455656295.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,10.0,19.0,6:29,0.0,Swipe Transaction,5115060727983375.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,10.0,19.0,6:47,0.0,Swipe Transaction,4119268573253939.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,20.0,6:46,0.0,Swipe Transaction,4868987724427798.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,21.0,6:47,0.0,Swipe Transaction,5174537590358880.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,21.0,12:31,0.0,Swipe Transaction,5831265252494760.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,10.0,21.0,12:39,0.0,Swipe Transaction,4759540467704662.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,10.0,21.0,12:52,0.0,Swipe Transaction,4208678188310577.5,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,10.0,22.0,6:07,0.0,Swipe Transaction,5557896137687493.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,10.0,23.0,6:00,0.0,Swipe Transaction,4241977850163967.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,10.0,23.0,9:32,0.0,Swipe Transaction,5882324108899621.0,La Verne,CA,91750.0,7538.0,,No
0.0,0.0,2002.0,10.0,24.0,6:19,0.0,Swipe Transaction,5377858405611171.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,24.0,13:04,0.0,Swipe Transaction,5584427717587374.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,10.0,24.0,13:23,0.0,Swipe Transaction,5281056728185174.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,10.0,24.0,13:26,0.0,Swipe Transaction,5217967974128120.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,10.0,25.0,6:06,0.0,Swipe Transaction,4771456546451310.0,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,10.0,25.0,6:14,0.0,Swipe Transaction,4454771454125736.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,10.0,25.0,13:48,0.0,Swipe Transaction,5411382690193634.0,Diamond Bar,CA,91765.0,5719.0,,No
0.0,0.0,2002.0,10.0,25.0,20:10,0.0,Swipe Transaction,4770102025264543.0,La Verne,CA,91750.0,5814.0,,No
0.0,0.0,2002.0,10.0,26.0,6:05,0.0,Swipe Transaction,4744550421746165.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,26.0,6:55,0.0,Swipe Transaction,4239689640583423.0,Monterey Park,CA,91755.0,5942.0,,No
0.0,0.0,2002.0,10.0,26.0,22:13,0.0,Swipe Transaction,4224737440603281.0,La Verne,CA,91750.0,8043.0,,No
0.0,0.0,2002.0,10.0,27.0,6:04,0.0,Swipe Transaction,4651166179945088.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,10.0,27.0,6:40,0.0,Swipe Transaction,5050180938587173.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,28.0,6:17,0.0,Swipe Transaction,5488341441971894.0,La Verne,CA,91750.0,5311.0,,No
0.0,0.0,2002.0,10.0,28.0,11:41,0.0,Swipe Transaction,5488342944613905.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,10.0,29.0,13:20,0.0,Swipe Transaction,5461658879915684.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,10.0,29.0,21:44,0.0,Swipe Transaction,5132040468161147.0,Monterey Park,CA,91754.0,7832.0,,No
0.0,0.0,2002.0,10.0,30.0,6:05,0.0,Swipe Transaction,4970053603571619.0,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,10.0,30.0,6:48,0.0,Swipe Transaction,4905540969337037.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,10.0,31.0,6:11,0.0,Swipe Transaction,6932682320710660.0,La Verne,CA,91750.0,5311.0,,No
0.0,0.0,2002.0,10.0,31.0,6:56,0.0,Swipe Transaction,5315223005212889.0,Monterey Park,CA,91755.0,5942.0,,No
0.0,0.0,2002.0,10.0,31.0,13:08,0.0,Swipe Transaction,4126600786733032.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,10.0,31.0,13:09,0.0,Swipe Transaction,5682154590913954.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,10.0,31.0,13:11,0.0,Swipe Transaction,5896338139736327.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,11.0,1.0,10:59,0.0,Swipe Transaction,4789489264488970.0,La Verne,CA,91750.0,7230.0,,No
0.0,0.0,2002.0,11.0,1.0,13:53,0.0,Swipe Transaction,5035264823390216.0,Monterey Park,CA,91755.0,5942.0,,No
0.0,0.0,2002.0,11.0,1.0,19:16,0.0,Swipe Transaction,6125621291819591.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,11.0,1.0,20:25,0.0,Swipe Transaction,4067511304922463.0,Mira Loma,CA,91752.0,4814.0,,No
0.0,0.0,2002.0,11.0,2.0,6:05,0.0,Swipe Transaction,4474146136597583.0,La Verne,CA,91750.0,5311.0,,No
0.0,0.0,2002.0,11.0,2.0,6:15,0.0,Swipe Transaction,314281190779481.0,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,11.0,2.0,19:59,0.0,Swipe Transaction,5447278925047092.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,11.0,3.0,5:36,0.0,Swipe Transaction,5566429737412055.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,11.0,3.0,6:05,0.0,Swipe Transaction,4372448627686768.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,11.0,4.0,6:03,0.0,Swipe Transaction,4783291966220802.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,11.0,4.0,13:20,0.0,Swipe Transaction,4803534694306012.0,La Verne,CA,91750.0,5311.0,,No
0.0,0.0,2002.0,11.0,4.0,20:00,0.0,Swipe Transaction,4250276478482515.0,La Verne,CA,91750.0,5814.0,,No
0.0,0.0,2002.0,11.0,5.0,5:41,0.0,Swipe Transaction,5613327518828278.0,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,11.0,5.0,6:28,0.0,Swipe Transaction,5017284678566476.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,11.0,5.0,16:43,0.0,Online Transaction,4001482973848631.0,ONLINE,,,4814.0,,No
0.0,0.0,2002.0,11.0,7.0,6:08,0.0,Swipe Transaction,4075750138489651.0,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,11.0,7.0,6:50,0.0,Swipe Transaction,5218196083865154.0,La Verne,CA,91750.0,5300.0,,No
0.0,0.0,2002.0,11.0,8.0,6:18,0.0,Swipe Transaction,5119838138946124.0,La Verne,CA,91750.0,5311.0,,No
0.0,0.0,2002.0,11.0,8.0,6:35,0.0,Swipe Transaction,5335984658439104.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,11.0,9.0,6:19,0.0,Swipe Transaction,5570742279358802.0,La Verne,CA,91750.0,5912.0,,No
0.0,0.0,2002.0,11.0,9.0,9:44,0.0,Swipe Transaction,4014221108776885.0,La Verne,CA,91750.0,4900.0,,No
0.0,0.0,2002.0,11.0,9.0,21:09,0.0,Swipe Transaction,4273067279715891.0,Mira Loma,CA,91752.0,5812.0,,No
0.0,0.0,2002.0,11.0,10.0,6:23,0.0,Swipe Transaction,5956867363687567.0,Mira Loma,CA,91752.0,5541.0,,No
0.0,0.0,2002.0,11.0,10.0,6:32,0.0,Swipe Transaction,5825403139414547.0,Monterey Park,CA,91754.0,5411.0,,No
0.0,0.0,2002.0,11.0,10.0,9:45,0.0,Swipe Transaction,4341971374222433.5,La Verne,CA,91750.0,4900.0,,No
0.0,0.0,2002.0,11.0,10.0,12:39,0.0,Swipe Transaction,5504734087292061.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,11.0,10.0,12:50,0.0,Swipe Transaction,5118561237234384.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,11.0,10.0,12:57,0.0,Swipe Transaction,4662466858823442.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,11.0,10.0,13:09,0.0,Swipe Transaction,5269665726380864.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,11.0,10.0,13:12,0.0,Swipe Transaction,339123645701074.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,11.0,10.0,13:20,0.0,Swipe Transaction,5089768442116305.0,La Verne,CA,91750.0,5499.0,,No
0.0,0.0,2002.0,11.0,11.0,6:10,0.0,Swipe Transaction,5078145607261496.0,La Verne,CA,91750.0,5411.0,,No
0.0,0.0,2002.0,11.0,11.0,7:16,0.0,Swipe Transaction,4731388951338396.0,La Verne,CA,91750.0,5311.0,,No
0.0,0.0,2002.0,11.0,13.0,20:06,0.0,Swipe Transaction,5200794681511676.0,La Verne,CA,91750.0,5812.0,,No
0.0,0.0,2002.0,11.0,14.0,5:29,0.0,Swipe Transaction,5461501204746611.0,La Verne,CA,91750.0,5912.0,,No
